scenarioType simulation numSimulation numSequences popSize recRate mutRate length rho thetaRate theta status invSites jukesCantor popGrowth alphaShape pValNSS pValMaxChi pValPHI
1 scenario1_n100_popSize2497_r0 1 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 8.80e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 2 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 2.54e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 3 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 7.46e-01 4.19e-01
1 scenario1_n100_popSize2497_r0 4 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.12e-01 9.85e-01 8.47e-01
1 scenario1_n100_popSize2497_r0 5 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 2.91e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 6 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 1.70e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 7 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 2.66e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 8 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 6.55e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 9 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 3.18e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 10 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 4.66e-01 3.17e-01
1 scenario1_n100_popSize2497_r0 11 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 4.60e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 12 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 3.49e-01 4.56e-01 2.27e-01
1 scenario1_n100_popSize2497_r0 13 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 5.00e-03 9.91e-01
1 scenario1_n100_popSize2497_r0 14 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 7.49e-01 3.97e-01 6.51e-02
1 scenario1_n100_popSize2497_r0 15 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 8.32e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 16 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 7.10e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 17 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 3.80e-02 5.63e-01 3.05e-01
1 scenario1_n100_popSize2497_r0 18 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 8.75e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 19 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 3.51e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 20 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 8.60e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 21 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 5.41e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 22 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 5.27e-01 1.36e-01 1.37e-01
1 scenario1_n100_popSize2497_r0 23 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 6.43e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 24 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 2.96e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 25 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 3.59e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 26 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.64e-01 6.85e-01 9.68e-01
1 scenario1_n100_popSize2497_r0 27 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 5.55e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 28 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 1.00e+00 1.00e+00
1 scenario1_n100_popSize2497_r0 29 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 1.66e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 30 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 9.00e-03 1.56e-01 3.54e-01
1 scenario1_n100_popSize2497_r0 31 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 9.97e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 32 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 7.42e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 33 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 5.83e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 34 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 3.04e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 35 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 7.86e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 36 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 7.93e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 37 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 2.42e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 38 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 8.80e-02 1.00e+00
1 scenario1_n100_popSize2497_r0 39 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 2.63e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 40 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 4.20e-02 9.58e-01 3.10e-01
1 scenario1_n100_popSize2497_r0 41 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 8.90e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 42 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 4.84e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 43 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 9.66e-01 1.00e+00
1 scenario1_n100_popSize2497_r0 44 100 2497 0 4.1e-7 16478 0 0.00102377 16.8697 1 0 1 0 0 1.00e+00 5.21e-01 1.00e+00
